,Rk,Age,G,GS,MP,FG,FGA,FG.,X3P,X3PA,X2PA,X2P.,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Fvot,FRank,Score
141,326,23,23,0,4.0,0.4,1.6,0.25,0.0,0.5,1.0,0.33299999999999996,0.1,0.1,0.1,0.7,0.7,0.2,0.1,0.0,0.2,0.3,0.9,578,124,87.5
142,345,19,22,0,16.1,2.5,4.6,0.5489999999999999,0.0,0.1,4.5,0.56,0.5,0.6,1.1,2.8,3.9,0.9,0.1,0.8,1.1,2.0,5.6,12404,45,38.0
143,165,31,47,0,11.4,2.0,4.9,0.409,0.8,2.4,2.6,0.46299999999999997,0.7,0.9,0.3,1.4,1.8,0.7,0.2,0.1,0.5,1.0,5.6,7228,38,31.2
144,186,29,72,41,23.2,3.3,7.7,0.423,0.8,2.4,5.3,0.455,1.8,2.3,0.5,2.1,2.6,1.6,0.6,0.2,0.9,1.8,9.2,3622,52,38.2
145,16,22,80,80,35.6,8.2,15.7,0.521,0.6,2.3,13.5,0.563,5.9,7.7,1.8,7.0,8.8,5.4,1.6,1.9,2.9,3.1,22.9,1604463,2,2.0
146,379,23,69,27,20.7,2.3,4.9,0.467,0.7,1.8,3.1,0.512,0.8,1.1,0.8,2.7,3.6,0.7,0.6,0.3,0.5,0.9,6.1,1705,73,43.5
147,114,30,73,73,33.7,7.3,15.4,0.475,1.6,4.0,11.4,0.499,4.1,5.2,0.8,3.0,3.8,5.8,1.2,0.2,2.9,2.7,20.3,26834,17,14.2
148,185,26,73,73,34.5,7.5,15.8,0.47100000000000003,2.0,5.1,10.7,0.506,5.0,5.9,0.7,4.7,5.4,3.5,1.0,0.3,1.9,1.6,21.9,160209,17,13.0
149,111,27,82,82,32.4,4.0,8.1,0.502,0.2,0.5,7.5,0.511,1.7,2.0,2.3,5.6,7.9,1.9,1.1,1.2,1.3,3.1,10.0,4231,75,53.0
150,308,26,81,0,22.5,4.8,9.0,0.5329999999999999,0.0,0.0,8.9,0.536,2.2,3.0,2.1,4.5,6.6,2.3,1.1,0.5,1.7,2.1,11.7,12006,40,27.8
151,28,24,79,79,35.5,7.6,16.2,0.46799999999999997,1.0,2.8,13.4,0.49200000000000005,3.1,3.6,1.2,3.8,5.0,1.5,0.8,0.2,1.3,1.6,19.2,51467,27,21.0
152,461,27,77,77,32.6,7.0,12.6,0.557,0.0,0.0,12.6,0.557,2.9,4.6,3.8,10.3,14.1,0.7,0.7,2.1,2.0,2.9,17.0,169746,11,11.0
153,121,20,19,2,7.7,1.2,3.4,0.359,0.5,1.8,1.5,0.44799999999999995,0.2,0.4,0.4,1.7,2.2,0.4,0.1,0.1,0.7,0.3,3.2,1463,104,77.5
154,82,25,77,0,14.8,2.7,5.6,0.48700000000000004,0.8,2.1,3.5,0.556,0.6,0.8,0.3,1.3,1.6,1.2,0.5,0.1,0.7,1.0,6.8,71317,20,20.5
155,280,30,31,0,17.9,2.1,3.6,0.586,0.0,0.0,3.6,0.586,1.4,2.4,1.5,3.3,4.8,0.6,1.1,0.8,1.1,2.9,5.6,1258,108,79.5
156,401,26,76,31,25.5,2.6,6.4,0.41100000000000003,1.2,3.4,3.0,0.469,0.9,1.2,0.5,2.4,2.9,1.4,0.8,0.4,1.0,2.0,7.5,5097,13,18.8
157,70,25,39,0,15.2,1.6,4.4,0.364,0.6,2.4,2.0,0.48100000000000004,0.8,0.8,0.2,1.1,1.3,0.9,0.6,0.0,0.5,0.9,4.6,2385,65,42.5
158,424,27,76,76,33.8,9.0,19.4,0.46299999999999997,3.2,8.5,10.9,0.528,7.8,8.5,0.6,2.1,2.7,5.9,0.9,0.2,2.8,2.2,28.9,755102,4,2.8
159,460,21,73,26,22.5,2.8,7.0,0.402,0.6,2.0,4.9,0.446,1.2,1.5,0.4,2.1,2.5,2.6,0.6,0.5,1.9,2.4,7.4,191,70,47.2
160,406,28,81,32,24.1,4.1,9.2,0.439,0.3,1.3,8.0,0.467,0.9,1.3,0.3,2.6,2.9,5.2,0.8,0.4,1.4,1.6,9.4,1397,77,50.8
161,486,19,38,11,16.0,3.3,6.3,0.529,0.0,0.1,6.2,0.536,0.8,1.3,1.1,3.1,4.2,0.8,0.4,0.9,0.8,1.7,7.5,3582,83,63.5
162,27,32,35,6,22.0,4.1,9.8,0.414,1.5,4.2,5.6,0.456,1.3,1.5,0.3,2.1,2.4,5.5,0.4,0.0,1.8,0.9,10.9,6923,43,32.0
163,372,32,78,78,28.2,5.1,11.4,0.445,2.6,6.0,5.4,0.462,2.3,2.6,0.1,2.1,2.2,1.4,0.7,0.2,1.3,1.6,15.0,41211,25,19.0
164,407,31,41,35,29.0,3.0,8.7,0.34600000000000003,2.3,6.6,2.1,0.32899999999999996,0.2,0.4,0.4,2.3,2.8,1.5,1.0,0.3,0.6,1.9,8.6,94403,11,14.0
165,346,21,51,50,33.9,7.8,16.0,0.49,1.3,3.5,12.5,0.525,3.2,4.3,1.5,4.6,6.2,2.8,1.0,0.4,1.8,2.2,20.1,198574,10,10.5
166,95,26,72,72,32.4,4.6,10.0,0.46299999999999997,2.2,5.5,4.5,0.54,2.4,3.0,0.7,5.1,5.8,2.2,1.0,0.3,1.1,2.2,13.9,31413,22,36.5
167,338,21,50,33,22.7,4.8,9.4,0.514,0.0,0.0,9.4,0.514,2.1,3.2,1.6,3.2,4.8,1.2,0.4,1.0,1.8,2.4,11.8,10621,47,33.0
168,257,22,35,1,7.1,0.7,2.5,0.292,0.4,1.5,1.1,0.342,0.4,0.5,0.2,0.5,0.7,0.3,0.3,0.1,0.3,0.6,2.2,1283,111,77.5
169,360,21,54,4,11.6,1.2,2.1,0.583,0.0,0.0,2.1,0.583,0.6,1.1,1.4,1.6,3.1,0.2,0.3,0.4,0.5,2.1,3.1,42,73,62.0
170,93,36,82,1,26.3,4.4,10.6,0.413,1.4,3.9,6.7,0.44299999999999995,2.1,2.5,0.2,1.4,1.6,2.6,0.7,0.2,1.6,1.4,12.3,76642,17,16.5
171,318,19,82,10,21.5,3.6,8.9,0.40399999999999997,1.4,4.2,4.7,0.466,1.3,1.5,0.5,2.1,2.6,2.1,0.6,0.3,1.4,1.5,9.9,3526,55,34.5
172,324,34,75,39,27.3,3.6,8.1,0.444,1.4,3.6,4.4,0.489,0.6,0.8,0.4,2.2,2.6,5.1,0.7,0.1,1.7,2.6,9.2,991,86,60.0
173,125,26,64,28,23.5,2.3,5.0,0.455,0.8,2.1,2.9,0.516,1.3,1.7,1.1,3.0,4.0,1.0,0.7,0.3,0.9,2.6,6.7,2187,95,60.0
174,172,27,81,81,36.4,8.3,18.9,0.44,3.2,9.3,9.6,0.53,9.2,10.9,1.2,7.0,8.1,11.2,1.5,0.5,5.7,2.7,29.1,1771375,2,2.0
175,228,29,76,5,27.4,4.8,10.1,0.479,1.1,3.4,6.8,0.5479999999999999,2.0,2.8,0.9,4.1,4.9,3.6,1.0,1.1,2.3,2.6,12.8,3335,78,49.0
176,237,36,48,2,7.9,0.9,1.9,0.478,0.6,1.4,0.5,0.5,0.3,0.4,0.1,0.7,0.8,0.3,0.1,0.2,0.2,0.8,2.8,16782,33,42.0
177,286,24,52,2,8.8,1.2,2.3,0.53,0.0,0.2,2.1,0.55,0.4,0.8,0.7,1.1,1.8,0.3,0.3,0.6,0.4,0.9,2.8,10852,50,47.0
178,478,21,29,0,7.6,0.9,2.0,0.431,0.4,1.2,0.8,0.565,0.2,0.3,0.2,0.7,0.9,0.1,0.3,0.1,0.1,0.5,2.3,1414,75,53.8
179,166,26,77,75,27.3,3.2,6.5,0.5,0.7,1.9,4.6,0.5489999999999999,1.7,2.2,2.2,4.9,7.1,1.1,0.6,0.4,1.2,3.2,8.9,4101,77,54.0
180,116,31,64,7,21.3,2.5,5.4,0.45399999999999996,1.2,3.2,2.2,0.5589999999999999,0.7,1.0,0.5,3.0,3.5,1.9,0.7,0.3,1.1,2.4,6.8,1219,112,68.5
181,417,24,11,1,10.7,1.4,4.3,0.319,0.3,1.6,2.6,0.414,0.4,0.7,0.9,1.5,2.5,0.3,0.4,0.1,0.4,1.5,3.4,2679,87,69.0
182,283,22,42,3,13.3,1.4,3.6,0.384,0.2,0.6,3.0,0.389,1.0,1.2,1.0,2.9,3.9,0.2,0.4,0.2,0.7,2.2,3.9,847,122,76.5
183,408,30,74,3,14.4,2.4,4.4,0.529,0.5,1.1,3.4,0.546,0.5,0.7,0.9,2.6,3.5,0.5,0.3,0.7,0.8,2.3,5.7,1331,107,71.5
184,423,39,74,0,18.4,1.4,3.3,0.43200000000000005,1.0,2.3,1.0,0.444,0.3,0.4,0.2,1.2,1.4,1.3,0.6,0.3,0.5,1.3,4.1,597,45,31.0
185,293,29,77,10,9.6,2.7,4.1,0.652,0.0,0.0,4.1,0.6579999999999999,0.7,1.4,1.3,1.9,3.2,0.2,0.2,0.9,0.5,1.4,6.1,229738,12,16.2
186,61,20,78,20,17.2,2.5,5.4,0.45399999999999996,0.6,1.7,3.7,0.507,1.1,1.6,0.6,2.2,2.8,0.8,0.4,0.2,0.9,1.8,6.6,1237,37,36.5
187,167,30,69,11,22.2,3.2,8.1,0.39399999999999996,0.8,2.8,5.3,0.45799999999999996,2.1,2.4,0.6,2.5,3.1,1.2,0.5,0.2,1.1,1.5,9.2,186,97,61.5
188,420,28,82,82,32.4,4.9,11.1,0.442,1.1,3.1,8.0,0.475,4.4,5.1,0.4,3.6,4.0,7.8,1.2,0.4,2.6,2.0,15.3,11422,29,18.8
189,473,26,51,1,8.5,1.1,2.0,0.534,0.0,0.0,2.0,0.539,0.7,0.9,1.0,1.4,2.4,0.1,0.3,0.6,0.3,1.0,2.9,740,125,84.5
190,161,22,80,4,19.1,1.9,4.1,0.46299999999999997,0.5,1.5,2.7,0.514,1.1,1.8,0.5,2.1,2.6,0.6,0.4,1.0,0.6,1.9,5.5,11455,48,35.2
191,252,24,62,5,18.4,3.6,7.9,0.46,0.7,2.4,5.6,0.536,1.8,2.1,0.5,3.8,4.3,1.2,0.4,0.4,0.6,1.6,9.7,2497,62,47.2
192,267,28,36,33,24.5,4.9,11.1,0.43799999999999994,1.6,4.3,6.8,0.48,3.2,3.9,0.3,3.4,3.8,5.1,1.2,0.4,2.4,2.2,14.5,202502,8,14.0
193,162,24,63,28,16.3,2.0,4.8,0.425,0.8,2.1,2.7,0.473,1.0,1.2,0.3,1.5,1.8,1.9,0.7,0.1,0.7,1.5,5.9,2053,66,43.0
194,33,28,3,1,23.7,3.7,10.7,0.344,0.7,1.7,9.0,0.33299999999999996,3.0,3.3,1.0,3.0,4.0,4.3,0.0,0.0,3.0,1.3,11.0,3255,53,36.5
195,66,27,76,75,37.0,7.5,16.5,0.455,1.2,3.3,13.2,0.47700000000000004,7.7,8.9,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,23.9,691072,5,4.0
196,328,31,46,46,22.1,2.2,4.4,0.49,0.0,0.0,4.4,0.493,0.7,1.7,3.5,5.2,8.8,2.2,0.7,0.8,1.3,2.8,5.0,26886,25,21.8
197,298,29,36,10,20.5,2.9,7.1,0.402,1.6,3.8,3.3,0.395,1.8,2.1,0.1,2.0,2.1,1.3,0.9,0.1,1.0,1.1,9.1,1412,76,54.2
198,178,25,52,11,21.9,3.0,7.0,0.425,1.6,4.3,2.7,0.489,0.7,0.9,0.3,2.5,2.8,1.0,0.6,0.2,1.1,2.3,8.2,2692,57,44.8
199,213,29,82,26,24.0,2.5,5.5,0.452,1.5,3.4,2.1,0.47100000000000003,0.6,0.8,0.3,2.9,3.2,2.7,1.2,0.1,1.3,2.0,7.1,10799,51,36.8
200,229,35,78,14,23.6,3.5,8.0,0.436,1.4,3.3,4.7,0.45399999999999996,0.8,1.0,0.4,2.7,3.1,1.8,0.5,0.2,0.9,1.2,9.2,4057,78,51.5
201,479,24,33,0,4.1,0.8,2.2,0.361,0.2,0.7,1.5,0.429,0.3,0.5,0.0,0.5,0.5,0.5,0.1,0.0,0.2,0.2,2.1,781,85,58.8
202,52,23,12,0,4.4,0.8,1.3,0.563,0.1,0.3,1.0,0.667,0.3,0.5,0.3,1.1,1.4,0.2,0.1,0.2,0.2,0.1,1.8,1333,108,76.0
203,124,22,31,31,25.4,6.5,13.8,0.466,1.2,3.2,10.7,0.495,6.2,7.9,2.0,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2,922174,3,4.8
204,254,25,70,1,14.0,2.1,4.8,0.44,0.5,1.4,3.4,0.483,0.7,1.0,1.0,2.6,3.6,1.0,0.4,0.1,0.8,1.2,5.4,5218,67,55.5
205,187,26,58,39,19.4,2.7,5.3,0.515,0.0,0.0,5.3,0.516,1.3,1.8,1.6,3.5,5.1,1.0,0.5,1.3,0.9,2.6,6.8,8932,50,38.0
206,223,25,4,0,3.3,0.5,1.3,0.4,0.3,0.5,0.8,0.33299999999999996,0.5,0.5,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.8,318,94,64.0
207,275,34,5,0,2.2,0.2,0.8,0.25,0.0,0.2,0.6,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4,389,93,57.0
208,452,26,78,78,36.4,8.3,18.4,0.451,1.1,3.5,14.9,0.48,5.4,6.8,0.8,3.4,4.2,10.7,2.0,0.6,4.1,1.9,23.1,301437,7,5.8
209,263,27,75,34,25.9,4.1,8.6,0.48,0.7,2.2,6.4,0.545,1.3,1.5,1.4,4.0,5.4,1.5,0.4,0.3,0.9,1.9,10.2,1522,101,68.5
210,225,29,78,6,15.8,1.5,3.4,0.435,0.6,1.7,1.7,0.523,0.3,0.5,0.8,2.7,3.5,0.9,0.3,0.2,0.5,1.6,3.8,4651,70,60.5
211,440,24,80,80,25.8,4.9,8.8,0.557,0.0,0.0,8.8,0.557,2.2,2.7,2.8,6.7,9.5,0.7,0.5,0.8,1.3,2.7,12.0,57857,17,18.0
212,403,27,78,8,17.8,2.3,5.4,0.42,0.4,1.3,4.1,0.461,1.3,1.7,0.3,1.8,2.1,1.6,0.6,0.3,1.0,1.9,6.2,29584,28,31.0
213,83,24,82,19,29.2,5.8,13.1,0.445,1.4,4.3,8.7,0.503,1.6,2.0,0.6,2.4,3.0,2.6,1.1,0.1,2.0,1.8,14.7,460979,6,13.5
214,195,29,7,0,6.7,0.7,1.9,0.385,0.0,0.0,1.9,0.385,0.3,0.3,1.1,0.9,2.0,0.0,0.1,0.0,0.6,1.3,1.7,881,118,81.0
215,296,25,37,4,10.4,1.6,4.1,0.387,0.5,1.4,2.7,0.40399999999999997,0.7,0.9,0.2,0.9,1.1,0.5,0.2,0.2,0.4,0.8,4.4,9791,33,26.5
216,300,22,25,1,5.6,0.6,1.4,0.441,0.0,0.0,1.3,0.455,0.3,0.6,0.5,0.8,1.4,0.3,0.1,0.2,0.4,0.5,1.5,1184,109,80.0
217,68,35,41,13,13.1,1.3,3.3,0.41,0.5,1.6,1.7,0.5,0.3,0.3,0.4,1.4,1.8,2.1,0.3,0.0,1.0,0.9,3.4,6278,45,30.5
218,207,25,2,0,15.5,3.0,5.5,0.545,1.0,2.0,3.5,0.5710000000000001,0.0,0.5,2.0,2.5,4.5,1.5,0.0,1.5,0.0,0.0,7.0,1452,106,75.0
219,297,29,22,14,17.3,2.0,5.4,0.373,0.6,1.4,4.0,0.35600000000000004,0.3,0.4,1.0,2.3,3.4,2.3,0.5,0.2,1.0,1.4,4.9,552,125,88.0
220,374,23,53,34,30.5,3.8,9.7,0.39399999999999996,1.4,4.3,5.4,0.444,1.1,1.5,0.7,2.5,3.2,2.6,1.1,0.7,1.2,2.5,10.2,2743,56,44.2
221,198,26,67,61,32.7,6.0,13.3,0.45399999999999996,1.5,4.2,9.1,0.498,1.8,2.5,0.7,3.3,3.9,7.3,1.5,0.7,2.9,2.0,15.4,5757,48,31.0
222,188,21,62,9,13.6,1.6,3.6,0.451,0.7,1.8,1.8,0.495,0.9,1.2,0.7,2.3,3.0,0.5,0.5,0.2,0.5,1.0,4.9,3634,82,53.5
223,370,22,74,73,28.8,5.1,10.4,0.488,0.2,0.9,9.6,0.507,2.8,3.8,2.0,6.6,8.6,3.6,0.7,0.5,2.3,3.4,13.2,57948,26,24.2
224,13,23,75,10,16.4,2.5,5.9,0.424,0.8,2.6,3.3,0.522,1.4,1.7,0.9,2.3,3.3,0.9,0.5,0.3,0.9,1.5,7.1,3045,60,40.5
225,169,26,64,7,18.4,2.7,5.9,0.45899999999999996,0.9,2.8,3.1,0.598,0.6,0.8,1.1,3.0,4.1,0.9,0.5,0.7,0.7,1.4,6.9,1873,96,73.5
226,199,27,82,4,20.0,2.8,6.6,0.433,1.2,3.3,3.2,0.513,0.8,1.0,0.3,2.4,2.7,1.2,0.8,0.4,0.8,1.3,7.7,5642,46,35.2
227,472,20,18,15,34.7,4.4,12.5,0.35600000000000004,0.4,1.9,10.6,0.384,1.6,2.6,1.3,3.9,5.2,3.7,1.4,0.3,1.8,2.9,10.9,5404,64,50.0
228,333,22,65,48,21.4,4.2,8.2,0.507,0.0,0.0,8.2,0.508,1.8,3.2,2.4,4.8,7.2,1.9,0.8,1.1,2.2,2.5,10.2,2592,92,68.0
229,291,23,49,0,10.3,1.6,3.4,0.456,0.4,1.3,2.1,0.5529999999999999,0.7,0.8,0.3,1.4,1.7,0.3,0.4,0.4,0.6,1.0,4.2,8164,40,37.0
230,433,21,82,82,37.0,9.8,18.0,0.542,1.2,3.4,14.7,0.5820000000000001,4.3,5.2,3.6,8.7,12.3,2.7,0.7,1.3,2.6,2.9,25.1,367199,7,7.8
231,261,25,74,74,33.4,8.6,17.7,0.485,2.0,5.2,12.5,0.529,6.3,7.2,1.1,4.7,5.8,3.5,1.8,0.7,2.1,1.6,25.5,1058399,3,2.5
232,132,21,42,0,9.2,1.5,3.8,0.392,0.2,0.5,3.2,0.40399999999999997,0.8,1.2,0.1,0.9,1.0,1.4,0.4,0.2,0.7,0.9,4.0,12425,27,29.8
233,340,25,75,6,20.5,3.5,6.8,0.512,0.9,2.6,4.2,0.608,1.2,1.6,1.0,3.8,4.8,2.0,0.6,0.4,1.3,2.8,9.0,7439,57,41.5
234,451,26,79,79,34.7,8.1,18.3,0.444,3.0,7.6,10.7,0.47600000000000003,3.8,4.5,0.6,3.3,3.9,5.5,1.1,0.3,2.1,1.5,23.2,170299,9,7.8
235,129,27,61,34,21.2,3.7,6.8,0.5479999999999999,0.0,0.1,6.7,0.556,2.1,3.1,3.0,4.6,7.6,0.9,0.7,0.7,1.0,2.0,9.6,9132,57,38.8
236,35,27,73,64,26.9,4.0,9.9,0.409,1.3,3.6,6.2,0.446,1.6,2.3,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,11.0,5684,61,40.5
237,69,23,76,75,33.3,4.9,12.2,0.39899999999999997,2.0,5.8,6.5,0.442,2.0,2.4,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,13.8,6423,41,29.0
238,119,28,62,62,33.4,8.9,16.5,0.537,1.9,5.0,11.5,0.608,5.4,6.2,0.6,7.6,8.3,4.8,1.1,1.6,2.2,1.9,25.1,1768185,1,1.0
239,273,28,60,60,31.4,6.2,14.5,0.42700000000000005,2.4,6.5,8.0,0.47100000000000003,4.3,4.9,2.5,8.6,11.1,1.9,0.9,0.4,2.0,2.1,19.0,909488,4,4.8
240,399,27,49,3,11.4,2.2,4.0,0.551,0.0,0.0,4.0,0.556,0.3,0.4,0.8,2.1,2.9,0.5,0.1,0.4,0.6,1.3,4.7,851,118,84.5
241,270,20,53,4,8.4,1.1,2.0,0.523,0.0,0.2,1.8,0.551,0.4,0.6,0.8,1.5,2.3,0.5,0.3,0.3,0.3,1.2,2.5,11519,47,45.5
242,301,25,29,23,30.7,5.2,11.5,0.45,1.6,3.6,7.9,0.45899999999999996,2.8,3.2,0.4,3.9,4.2,3.4,1.4,0.2,2.2,2.7,14.7,6347,42,31.0
243,427,26,78,78,34.0,8.3,17.6,0.46799999999999997,3.4,8.3,9.3,0.516,2.4,2.8,0.6,3.0,3.7,2.1,0.8,0.5,1.6,1.8,22.3,1054304,4,5.0
244,249,27,71,62,20.0,3.0,5.5,0.551,0.0,0.0,5.5,0.552,0.5,0.9,1.7,4.0,5.7,0.7,0.5,0.7,0.9,2.4,6.6,15999,42,43.0
245,118,22,78,7,17.1,1.5,4.0,0.377,0.3,0.9,3.1,0.40399999999999997,0.5,0.8,0.3,1.8,2.1,2.4,1.0,0.5,1.1,2.3,3.8,4481,52,43.0
246,208,31,56,4,12.3,1.6,3.8,0.40700000000000003,0.3,1.0,2.9,0.425,1.1,1.5,1.1,2.6,3.7,0.5,0.3,0.4,0.5,1.2,4.6,1666,100,75.5
247,363,21,66,65,32.8,6.7,14.9,0.45,1.7,4.8,10.2,0.493,3.0,3.8,1.7,5.5,7.2,1.5,0.7,2.0,1.8,3.7,18.1,486527,7,6.2
248,14,23,72,14,14.2,1.3,2.9,0.445,0.2,0.6,2.3,0.462,0.6,0.8,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4,10754,38,29.5
249,248,35,67,22,26.2,3.6,7.7,0.46399999999999997,2.4,5.4,2.3,0.494,0.6,0.6,0.1,2.7,2.8,1.6,0.5,0.3,1.0,1.6,10.1,51591,12,18.2
250,274,30,60,60,37.4,7.1,15.3,0.46399999999999997,3.2,7.8,7.5,0.518,5.0,6.1,0.8,4.0,4.8,7.0,1.5,0.3,2.9,2.8,22.4,471697,5,4.8
251,336,26,79,8,15.6,2.7,5.2,0.521,0.0,0.2,5.0,0.5379999999999999,0.8,1.1,2.0,3.6,5.6,1.5,0.5,1.3,1.0,2.2,6.3,957,48,42.0
252,404,28,32,2,12.0,1.1,2.6,0.41,0.2,1.2,1.4,0.5870000000000001,0.4,0.5,0.3,1.3,1.5,0.3,0.2,0.2,0.3,0.9,2.8,3973,79,61.5
253,471,24,14,0,3.1,0.3,1.0,0.28600000000000003,0.3,0.9,0.1,0.0,0.1,0.1,0.3,0.4,0.7,0.1,0.2,0.1,0.4,0.3,0.9,4295,74,59.0
254,215,24,72,72,35.1,9.3,19.7,0.473,2.5,6.1,13.6,0.505,4.1,4.6,0.7,2.5,3.2,5.8,1.2,0.3,2.5,2.2,25.2,1696769,1,1.5
255,7,31,72,72,32.4,6.9,14.6,0.47700000000000004,0.3,0.8,13.8,0.48,3.1,3.8,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3,323814,8,8.0
256,425,28,46,15,21.0,2.1,5.3,0.39799999999999996,0.8,1.8,3.5,0.371,0.9,1.1,0.7,2.4,3.1,0.8,0.5,0.1,0.5,1.8,6.0,2533,90,63.0
257,143,25,74,2,20.2,2.8,7.4,0.38,1.6,4.2,3.2,0.36700000000000005,0.7,0.9,0.4,1.7,2.1,1.3,0.6,0.1,0.6,1.3,7.9,1419,80,57.0
258,8,27,61,5,14.3,1.3,2.8,0.45799999999999996,0.0,0.0,2.7,0.461,0.4,0.5,1.7,1.9,3.6,0.9,0.3,0.4,0.5,1.3,2.9,3888,76,56.0
259,26,34,67,0,14.4,2.6,5.9,0.439,0.5,1.5,4.4,0.466,0.6,0.7,0.2,1.3,1.6,1.2,0.5,0.1,0.7,1.2,6.3,5429,49,32.5
260,220,32,74,74,37.8,9.9,18.2,0.5479999999999999,1.7,4.6,13.5,0.611,4.8,7.2,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,26.4,1893751,1,1.0
261,467,30,81,1,24.6,5.3,12.3,0.429,2.0,5.5,6.8,0.48,5.0,5.6,0.3,2.2,2.5,3.0,1.0,0.2,2.0,1.1,17.5,2997,27,30.5
262,285,30,80,76,22.3,2.4,4.7,0.505,0.5,1.4,3.4,0.552,0.7,1.1,0.6,1.6,2.1,0.5,1.0,0.4,0.6,1.5,6.1,8177,60,52.0
263,330,24,57,6,19.1,1.8,2.7,0.66,0.1,0.2,2.5,0.6940000000000001,0.8,1.2,1.4,2.8,4.3,0.7,0.9,1.6,0.8,2.4,4.4,19837,30,33.0
264,395,36,36,1,12.8,2.0,4.2,0.47,0.5,1.4,2.8,0.535,0.7,1.0,1.4,2.4,3.9,1.0,0.4,0.1,0.9,1.8,5.1,5563,62,56.5
265,23,27,68,55,15.7,1.7,4.1,0.402,1.3,3.1,1.0,0.366,0.2,0.2,0.2,1.9,2.1,0.5,0.3,0.2,0.4,1.7,4.8,2853,86,56.0
266,107,31,56,49,26.5,2.9,7.6,0.387,0.9,2.9,4.6,0.436,0.8,1.1,1.1,4.1,5.3,1.3,0.9,0.4,0.8,1.1,7.6,8701,59,45.0
267,375,21,22,0,9.0,1.3,3.1,0.41200000000000003,0.4,1.3,1.8,0.5,0.7,0.9,0.1,0.9,1.0,0.5,0.2,0.0,0.4,1.0,3.6,716,90,62.0
268,57,24,75,28,26.4,3.9,8.5,0.457,1.0,2.6,5.9,0.48,1.5,1.7,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2,25077,18,14.5
269,105,27,73,2,17.1,2.0,5.3,0.374,0.4,1.5,3.8,0.428,1.0,1.3,0.1,1.5,1.7,2.6,0.5,0.0,1.3,1.5,5.4,189,71,47.8
270,37,20,22,1,7.5,1.5,3.3,0.452,0.4,1.3,2.0,0.5329999999999999,0.4,0.5,0.2,0.5,0.8,0.5,0.3,0.0,0.4,0.5,3.8,206,70,43.0
271,154,39,69,0,18.7,2.5,6.4,0.39,1.3,3.3,3.1,0.387,1.2,1.6,0.4,1.9,2.3,2.7,1.2,0.2,1.4,1.7,7.5,21467,10,11.5
272,145,32,74,74,34.2,7.2,15.7,0.45899999999999996,1.4,3.6,12.1,0.48,3.8,4.5,0.8,5.5,6.3,4.6,0.9,1.3,2.2,2.3,19.5,273705,10,7.5
273,206,33,23,1,10.3,1.1,3.0,0.368,0.2,0.8,2.1,0.429,0.4,0.7,0.1,1.0,1.0,2.3,0.4,0.1,0.8,0.7,2.7,3205,58,39.5
274,159,32,82,82,31.2,4.8,8.2,0.579,0.0,0.0,8.2,0.58,1.3,1.9,2.9,7.5,10.4,1.5,0.5,0.7,1.5,2.6,10.8,66667,16,15.8
275,39,30,74,0,24.0,3.6,8.3,0.429,1.4,3.8,4.5,0.488,2.0,2.3,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2,10.5,10875,30,31.2
276,310,27,79,79,32.5,5.3,12.7,0.418,1.5,4.5,8.2,0.466,1.8,2.3,1.0,3.7,4.6,2.0,0.7,0.3,1.1,2.1,14.0,2888,85,55.5
277,405,22,79,24,30.4,3.4,9.5,0.359,1.2,4.2,5.3,0.42,2.6,3.2,1.0,2.9,3.9,4.6,1.6,0.4,2.0,2.4,10.6,12582,26,29.2
278,429,29,33,1,17.4,2.5,6.4,0.4,0.8,2.4,3.9,0.431,0.7,0.8,0.7,1.6,2.3,1.2,0.6,0.1,0.8,1.5,6.6,774,86,59.2
279,190,21,65,2,14.8,1.8,5.1,0.355,0.7,2.2,2.9,0.39799999999999996,0.6,0.8,0.3,1.9,2.2,1.0,0.5,0.2,0.9,1.1,4.9,195,69,43.0
280,311,27,76,76,31.2,5.3,11.7,0.457,0.9,2.6,9.1,0.483,2.4,2.8,1.4,5.1,6.5,1.7,1.1,0.6,1.7,3.3,14.0,5065,67,41.2
281,79,19,82,75,21.3,3.5,7.7,0.449,0.9,2.7,5.0,0.52,1.4,2.2,1.2,3.1,4.2,0.7,0.8,0.9,1.3,3.2,9.2,2444,93,62.0
282,410,29,82,2,15.7,3.0,6.7,0.445,1.3,3.4,3.3,0.52,1.5,1.7,1.1,3.5,4.5,0.8,0.3,0.5,0.8,2.8,8.7,9042,58,44.5
